Date,Crop,Market,Min_Price(₹/Quintal),Max_Price(₹/Quintal),Modal_Price(₹/Quintal)
2024-08-02,Sugarcane,Jamshedpur Mandi,1934,2297,2115
2024-08-02,Cotton,Jamshedpur Mandi,1557,1913,1735
2024-08-02,Barley,Jamshedpur Mandi,1476,1880,1678
2024-08-02,Groundnut,Jamshedpur Mandi,2418,2821,2619
2024-08-02,Mustard,Jamshedpur Mandi,2118,2458,2288
2024-08-02,Soybean,Jamshedpur Mandi,1102,1434,1268
2024-08-02,Pulses,Jamshedpur Mandi,2138,2581,2359
2024-08-02,Potato,Jamshedpur Mandi,1470,1926,1698
2024-08-03,Wheat,Ranchi Mandi,1968,2439,2203
2024-08-03,Rice,Ranchi Mandi,2070,2439,2254
2024-08-03,Maize,Ranchi Mandi,1557,1944,1750
2024-08-03,Bajra,Ranchi Mandi,1646,1923,1784
2024-08-03,Sugarcane,Ranchi Mandi,1698,2032,1865
2024-08-03,Cotton,Ranchi Mandi,1317,1550,1433
2024-08-03,Barley,Ranchi Mandi,1832,2330,2081
2024-08-03,Groundnut,Ranchi Mandi,1191,1591,1391
2024-08-03,Mustard,Ranchi Mandi,1211,1571,1391
2024-08-03,Soybean,Ranchi Mandi,1770,1958,1864
2024-08-03,Pulses,Ranchi Mandi,1318,1552,1435
2024-08-03,Potato,Ranchi Mandi,1599,2049,1824
2024-08-03,Wheat,Dhanbad Mandi,1387,1580,1483
2024-08-03,Rice,Dhanbad Mandi,1368,1797,1582
2024-08-03,Maize,Dhanbad Mandi,1692,2052,1872
2024-08-03,Bajra,Dhanbad Mandi,2321,2529,2425
2024-08-03,Sugarcane,Dhanbad Mandi,2235,2539,2387
2024-08-03,Cotton,Dhanbad Mandi,1277,1592,1434
2024-08-03,Barley,Dhanbad Mandi,1729,2093,1911
2024-08-03,Groundnut,Dhanbad Mandi,1828,2102,1965
2024-08-03,Mustard,Dhanbad Mandi,1437,1859,1648
2024-08-03,Soybean,Dhanbad Mandi,2390,2566,2478
2024-08-03,Pulses,Dhanbad Mandi,1055,1287,1171
2024-08-03,Potato,Dhanbad Mandi,1256,1470,1363
2024-08-03,Wheat,Bokaro Mandi,1824,2140,1982
2024-08-03,Rice,Bokaro Mandi,2092,2552,2322
2024-08-03,Maize,Bokaro Mandi,1886,2055,1970
2024-08-03,Bajra,Bokaro Mandi,1943,2377,2160
2024-08-03,Sugarcane,Bokaro Mandi,1228,1701,1464
2024-08-03,Cotton,Bokaro Mandi,1625,2002,1813
2024-08-03,Barley,Bokaro Mandi,2104,2452,2278
2024-08-03,Groundnut,Bokaro Mandi,1260,1556,1408
2024-08-03,Mustard,Bokaro Mandi,1727,1991,1859
2024-08-03,Soybean,Bokaro Mandi,2106,2281,2193
2024-08-03,Pulses,Bokaro Mandi,1604,2101,1852
2024-08-03,Potato,Bokaro Mandi,2086,2292,2189
2024-08-03,Wheat,Hazaribagh Mandi,1017,1189,1103
2024-08-03,Rice,Hazaribagh Mandi,1643,1936,1789
2024-08-03,Maize,Hazaribagh Mandi,1740,1958,1849
2024-08-03,Bajra,Hazaribagh Mandi,1226,1398,1312
2024-08-03,Sugarcane,Hazaribagh Mandi,1905,2093,1999
2024-08-03,Cotton,Hazaribagh Mandi,1558,2012,1785
2024-08-03,Barley,Hazaribagh Mandi,2111,2420,2265
2024-08-03,Groundnut,Hazaribagh Mandi,1875,2203,2039
2024-08-03,Mustard,Hazaribagh Mandi,2306,2528,2417
2024-08-03,Soybean,Hazaribagh Mandi,1113,1370,1241
2024-08-03,Pulses,Hazaribagh Mandi,2359,2755,2557
2024-08-03,Potato,Hazaribagh Mandi,1455,1865,1660
2024-08-03,Wheat,Jamshedpur Mandi,1291,1545,1418
2024-08-03,Rice,Jamshedpur Mandi,1882,2041,1961
2024-08-03,Maize,Jamshedpur Mandi,1227,1617,1422
2024-08-03,Bajra,Jamshedpur Mandi,2021,2320,2170
2024-08-03,Sugarcane,Jamshedpur Mandi,1408,1696,1552
2024-08-03,Cotton,Jamshedpur Mandi,1940,2139,2039
2024-08-03,Barley,Jamshedpur Mandi,1464,1936,1700
2024-08-03,Groundnut,Jamshedpur Mandi,2143,2374,2258
2024-08-03,Mustard,Jamshedpur Mandi,1969,2173,2071
2024-08-03,Soybean,Jamshedpur Mandi,1072,1535,1303
2024-08-03,Pulses,Jamshedpur Mandi,2497,2783,2640
2024-08-03,Potato,Jamshedpur Mandi,1493,1732,1612
2024-08-04,Wheat,Ranchi Mandi,2500,2794,2647
2024-08-04,Rice,Ranchi Mandi,1114,1383,1248
2024-08-04,Maize,Ranchi Mandi,1154,1324,1239
2024-08-04,Bajra,Ranchi Mandi,1941,2420,2180
2024-08-04,Sugarcane,Ranchi Mandi,1653,1881,1767
2024-08-04,Cotton,Ranchi Mandi,2315,2564,2439
2024-08-04,Barley,Ranchi Mandi,1348,1801,1574
2024-08-04,Groundnut,Ranchi Mandi,2096,2452,2274
2024-08-04,Mustard,Ranchi Mandi,1809,2016,1912
2024-08-04,Soybean,Ranchi Mandi,1511,1866,1688
2024-08-04,Pulses,Ranchi Mandi,1390,1681,1535
2024-08-04,Potato,Ranchi Mandi,1225,1426,1325
2024-08-04,Wheat,Dhanbad Mandi,1291,1652,1471
2024-08-04,Rice,Dhanbad Mandi,1027,1254,1140
2024-08-04,Maize,Dhanbad Mandi,1947,2390,2168
2024-08-04,Bajra,Dhanbad Mandi,1117,1408,1262
2024-08-04,Sugarcane,Dhanbad Mandi,2020,2263,2141
2024-08-04,Cotton,Dhanbad Mandi,1127,1524,1325
2024-08-04,Barley,Dhanbad Mandi,1135,1402,1268
2024-08-04,Groundnut,Dhanbad Mandi,2184,2403,2293
2024-08-04,Mustard,Dhanbad Mandi,1123,1595,1359
2024-08-04,Soybean,Dhanbad Mandi,2257,2714,2485
2024-08-04,Pulses,Dhanbad Mandi,2244,2545,2394
2024-08-04,Potato,Dhanbad Mandi,1798,2057,1927
2024-08-04,Wheat,Bokaro Mandi,1785,2029,1907
2024-08-04,Rice,Bokaro Mandi,2143,2396,2269
2024-08-04,Maize,Bokaro Mandi,1385,1712,1548
2024-08-04,Bajra,Bokaro Mandi,2026,2410,2218
2024-08-04,Sugarcane,Bokaro Mandi,2256,2609,2432
2024-08-04,Cotton,Bokaro Mandi,1399,1580,1489
2024-08-04,Barley,Bokaro Mandi,2374,2571,2472
2024-08-04,Groundnut,Bokaro Mandi,1391,1546,1468
2024-08-04,Mustard,Bokaro Mandi,1178,1516,1347
2024-08-04,Soybean,Bokaro Mandi,1520,1858,1689
2024-08-04,Pulses,Bokaro Mandi,2081,2492,2286
2024-08-04,Potato,Bokaro Mandi,1300,1629,1464
2024-08-04,Wheat,Hazaribagh Mandi,1714,2172,1943
2024-08-04,Rice,Hazaribagh Mandi,1205,1355,1280
2024-08-04,Maize,Hazaribagh Mandi,1860,2102,1981
2024-08-04,Bajra,Hazaribagh Mandi,2286,2675,2480
2024-08-04,Sugarcane,Hazaribagh Mandi,2171,2483,2327
2024-08-04,Cotton,Hazaribagh Mandi,2349,2652,2500
2024-08-04,Barley,Hazaribagh Mandi,1428,1696,1562
2024-08-04,Groundnut,Hazaribagh Mandi,1678,2139,1908
2024-08-04,Mustard,Hazaribagh Mandi,1877,2126,2001
2024-08-04,Soybean,Hazaribagh Mandi,2352,2711,2531
2024-08-04,Pulses,Hazaribagh Mandi,1533,1836,1684
2024-08-04,Potato,Hazaribagh Mandi,1076,1271,1173
2024-08-04,Wheat,Jamshedpur Mandi,1752,2166,1959
2024-08-04,Rice,Jamshedpur Mandi,1837,2056,1946
2024-08-04,Maize,Jamshedpur Mandi,2338,2488,2413
2024-08-04,Bajra,Jamshedpur Mandi,1287,1678,1482
2024-08-04,Sugarcane,Jamshedpur Mandi,1437,1637,1537
2024-08-04,Cotton,Jamshedpur Mandi,2034,2491,2262
2024-08-04,Barley,Jamshedpur Mandi,1970,2272,2121
2024-08-04,Groundnut,Jamshedpur Mandi,2337,2575,2456
2024-08-04,Mustard,Jamshedpur Mandi,1265,1504,1384
2024-08-04,Soybean,Jamshedpur Mandi,1746,2119,1932
2024-08-04,Pulses,Jamshedpur Mandi,1161,1463,1312
2024-08-04,Potato,Jamshedpur Mandi,2246,2414,2330
2024-08-05,Wheat,Ranchi Mandi,1610,1815,1712
2024-08-05,Rice,Ranchi Mandi,2233,2594,2413
2024-08-05,Maize,Ranchi Mandi,1562,1910,1736
2024-08-05,Bajra,Ranchi Mandi,2145,2574,2359
2024-08-05,Sugarcane,Ranchi Mandi,1080,1388,1234
2024-08-05,Cotton,Ranchi Mandi,1524,1998,1761
2024-08-05,Barley,Ranchi Mandi,1200,1566,1383
2024-08-05,Groundnut,Ranchi Mandi,1720,1916,1818
2024-08-05,Mustard,Ranchi Mandi,1212,1550,1381
2024-08-05,Soybean,Ranchi Mandi,1491,1892,1691
2024-08-05,Pulses,Ranchi Mandi,1721,2080,1900
2024-08-05,Potato,Ranchi Mandi,2121,2285,2203
2024-08-05,Wheat,Dhanbad Mandi,1193,1502,1347
2024-08-05,Rice,Dhanbad Mandi,1089,1388,1238
2024-08-05,Maize,Dhanbad Mandi,1630,2081,1855
2024-08-05,Bajra,Dhanbad Mandi,1409,1562,1485
2024-08-05,Sugarcane,Dhanbad Mandi,1564,1953,1758
2024-08-05,Cotton,Dhanbad Mandi,1661,2157,1909
2024-08-05,Barley,Dhanbad Mandi,2057,2312,2184
2024-08-05,Groundnut,Dhanbad Mandi,2450,2832,2641
2024-08-05,Mustard,Dhanbad Mandi,1628,2117,1872
2024-08-05,Soybean,Dhanbad Mandi,1929,2328,2128
2024-08-05,Pulses,Dhanbad Mandi,1587,1833,1710
2024-08-05,Potato,Dhanbad Mandi,1919,2123,2021
2024-08-05,Wheat,Bokaro Mandi,1995,2361,2178
2024-08-05,Rice,Bokaro Mandi,2424,2622,2523
2024-08-05,Maize,Bokaro Mandi,1920,2155,2037
2024-08-05,Bajra,Bokaro Mandi,1297,1676,1486
2024-08-05,Sugarcane,Bokaro Mandi,1237,1406,1321
2024-08-05,Cotton,Bokaro Mandi,1384,1563,1473
2024-08-05,Barley,Bokaro Mandi,1830,2137,1983
2024-08-05,Groundnut,Bokaro Mandi,1368,1766,1567
2024-08-05,Mustard,Bokaro Mandi,2127,2551,2339
2024-08-05,Soybean,Bokaro Mandi,1206,1697,1451
2024-08-05,Pulses,Bokaro Mandi,1298,1663,1480
2024-08-05,Potato,Bokaro Mandi,1979,2431,2205
2024-08-05,Wheat,Hazaribagh Mandi,1816,2038,1927
2024-08-05,Rice,Hazaribagh Mandi,1113,1533,1323
2024-08-05,Maize,Hazaribagh Mandi,1444,1670,1557
2024-08-05,Bajra,Hazaribagh Mandi,2055,2482,2268
2024-08-05,Sugarcane,Hazaribagh Mandi,1194,1548,1371
2024-08-05,Cotton,Hazaribagh Mandi,2024,2467,2245
2024-08-05,Barley,Hazaribagh Mandi,1963,2140,2051
2024-08-05,Groundnut,Hazaribagh Mandi,2009,2495,2252
2024-08-05,Mustard,Hazaribagh Mandi,2217,2530,2373
2024-08-05,Soybean,Hazaribagh Mandi,1694,1888,1791
2024-08-05,Pulses,Hazaribagh Mandi,2207,2576,2391
2024-08-05,Potato,Hazaribagh Mandi,1858,2119,1988
2024-08-05,Wheat,Jamshedpur Mandi,1002,1330,1166
2024-08-05,Rice,Jamshedpur Mandi,1316,1519,1417
2024-08-05,Maize,Jamshedpur Mandi,1802,2235,2018
2024-08-05,Bajra,Jamshedpur Mandi,1090,1285,1187
2024-08-05,Sugarcane,Jamshedpur Mandi,1276,1719,1497
2024-08-05,Cotton,Jamshedpur Mandi,1344,1668,1506
2024-08-05,Barley,Jamshedpur Mandi,2341,2676,2508
2024-08-05,Groundnut,Jamshedpur Mandi,1091,1569,1330
2024-08-05,Mustard,Jamshedpur Mandi,2112,2368,2240
2024-08-05,Soybean,Jamshedpur Mandi,2242,2713,2477
2024-08-05,Pulses,Jamshedpur Mandi,2309,2699,2504
2024-08-05,Potato,Jamshedpur Mandi,1378,1816,1597
2024-08-06,Wheat,Ranchi Mandi,2428,2849,2638
2024-08-06,Rice,Ranchi Mandi,1412,1640,1526
2024-08-06,Maize,Ranchi Mandi,1141,1599,1370
2024-08-06,Bajra,Ranchi Mandi,1944,2329,2136
2024-08-06,Sugarcane,Ranchi Mandi,1884,2261,2072
2024-08-06,Cotton,Ranchi Mandi,2083,2419,2251
2024-08-06,Barley,Ranchi Mandi,1882,2155,2018
2024-08-06,Groundnut,Ranchi Mandi,1117,1445,1281
2024-08-06,Mustard,Ranchi Mandi,1414,1899,1656
2024-08-06,Soybean,Ranchi Mandi,2307,2628,2467
2024-08-06,Pulses,Ranchi Mandi,1844,2310,2077
2024-08-06,Potato,Ranchi Mandi,2395,2749,2572
2024-08-06,Wheat,Dhanbad Mandi,1663,1837,1750
2024-08-06,Rice,Dhanbad Mandi,1507,1857,1682
2024-08-06,Maize,Dhanbad Mandi,1796,2138,1967
2024-08-06,Bajra,Dhanbad Mandi,1114,1315,1214
2024-08-06,Sugarcane,Dhanbad Mandi,1956,2331,2143
2024-08-06,Cotton,Dhanbad Mandi,1928,2196,2062
2024-08-06,Barley,Dhanbad Mandi,1455,1665,1560
2024-08-06,Groundnut,Dhanbad Mandi,2008,2305,2156
2024-08-06,Mustard,Dhanbad Mandi,2410,2753,2581
2024-08-06,Soybean,Dhanbad Mandi,2206,2699,2452
2024-08-06,Pulses,Dhanbad Mandi,1787,2058,1922
2024-08-06,Potato,Dhanbad Mandi,1585,2022,1803
2024-08-06,Wheat,Bokaro Mandi,1786,2028,1907
2024-08-06,Rice,Bokaro Mandi,1210,1502,1356
2024-08-06,Maize,Bokaro Mandi,2123,2294,2208
2024-08-06,Bajra,Bokaro Mandi,2402,2650,2526
2024-08-06,Sugarcane,Bokaro Mandi,2056,2452,2254
2024-08-06,Cotton,Bokaro Mandi,2303,2694,2498
2024-08-06,Barley,Bokaro Mandi,1977,2394,2185
2024-08-06,Groundnut,Bokaro Mandi,2369,2593,2481
2024-08-06,Mustard,Bokaro Mandi,2474,2675,2574
2024-08-06,Soybean,Bokaro Mandi,1994,2464,2229
2024-08-06,Pulses,Bokaro Mandi,2269,2424,2346
2024-08-06,Potato,Bokaro Mandi,2116,2374,2245
2024-08-06,Wheat,Hazaribagh Mandi,1922,2416,2169
2024-08-06,Rice,Hazaribagh Mandi,2091,2370,2230
2024-08-06,Maize,Hazaribagh Mandi,1350,1683,1516
2024-08-06,Bajra,Hazaribagh Mandi,2495,2831,2663
2024-08-06,Sugarcane,Hazaribagh Mandi,1580,1934,1757
2024-08-06,Cotton,Hazaribagh Mandi,1924,2194,2059
2024-08-06,Barley,Hazaribagh Mandi,1403,1589,1496
2024-08-06,Groundnut,Hazaribagh Mandi,1577,1956,1766
2024-08-06,Mustard,Hazaribagh Mandi,2406,2822,2614
2024-08-06,Soybean,Hazaribagh Mandi,2033,2197,2115
2024-08-06,Pulses,Hazaribagh Mandi,1906,2380,2143
2024-08-06,Potato,Hazaribagh Mandi,2159,2558,2358
2024-08-06,Wheat,Jamshedpur Mandi,1947,2305,2126
2024-08-06,Rice,Jamshedpur Mandi,1393,1695,1544
2024-08-06,Maize,Jamshedpur Mandi,1884,2217,2050
2024-08-06,Bajra,Jamshedpur Mandi,1717,2185,1951
2024-08-06,Sugarcane,Jamshedpur Mandi,2050,2332,2191
2024-08-06,Cotton,Jamshedpur Mandi,1266,1715,1490
2024-08-06,Barley,Jamshedpur Mandi,1814,2261,2037
2024-08-06,Groundnut,Jamshedpur Mandi,2455,2901,2678
2024-08-06,Mustard,Jamshedpur Mandi,1361,1701,1531
2024-08-06,Soybean,Jamshedpur Mandi,2356,2713,2534
2024-08-06,Pulses,Jamshedpur Mandi,1275,1626,1450
2024-08-06,Potato,Jamshedpur Mandi,2121,2347,2234
2024-08-07,Wheat,Ranchi Mandi,2250,2411,2330
2024-08-07,Rice,Ranchi Mandi,1346,1599,1472
2024-08-07,Maize,Ranchi Mandi,1796,2150,1973
2024-08-07,Bajra,Ranchi Mandi,2444,2638,2541
2024-08-07,Sugarcane,Ranchi Mandi,1540,1941,1740
2024-08-07,Cotton,Ranchi Mandi,2484,2920,2702
2024-08-07,Barley,Ranchi Mandi,1677,2118,1897
2024-08-07,Groundnut,Ranchi Mandi,2178,2365,2271
2024-08-07,Mustard,Ranchi Mandi,2436,2737,2586
2024-08-07,Soybean,Ranchi Mandi,2346,2683,2514
2024-08-07,Pulses,Ranchi Mandi,1530,1682,1606
2024-08-07,Potato,Ranchi Mandi,1320,1713,1516
2024-08-07,Wheat,Dhanbad Mandi,2333,2498,2415
2024-08-07,Rice,Dhanbad Mandi,2495,2981,2738
2024-08-07,Maize,Dhanbad Mandi,1321,1486,1403
2024-08-07,Bajra,Dhanbad Mandi,1988,2173,2080
2024-08-07,Sugarcane,Dhanbad Mandi,2176,2576,2376
2024-08-07,Cotton,Dhanbad Mandi,1619,1831,1725
2024-08-07,Barley,Dhanbad Mandi,2350,2816,2583
2024-08-07,Groundnut,Dhanbad Mandi,1659,2053,1856
2024-08-07,Mustard,Dhanbad Mandi,2381,2685,2533
2024-08-07,Soybean,Dhanbad Mandi,2239,2739,2489
2024-08-07,Pulses,Dhanbad Mandi,1814,2001,1907
2024-08-07,Potato,Dhanbad Mandi,1139,1474,1306
2024-08-07,Wheat,Bokaro Mandi,2475,2894,2684
2024-08-07,Rice,Bokaro Mandi,1998,2395,2196
2024-08-07,Maize,Bokaro Mandi,2492,2868,2680
2024-08-07,Bajra,Bokaro Mandi,2095,2386,2240
2024-08-07,Sugarcane,Bokaro Mandi,2328,2652,2490
2024-08-07,Cotton,Bokaro Mandi,1134,1528,1331
2024-08-07,Barley,Bokaro Mandi,1374,1688,1531
2024-08-07,Groundnut,Bokaro Mandi,2291,2765,2528
2024-08-07,Mustard,Bokaro Mandi,1467,1863,1665
2024-08-07,Soybean,Bokaro Mandi,1956,2327,2141
2024-08-07,Pulses,Bokaro Mandi,1808,2218,2013
2024-08-07,Potato,Bokaro Mandi,2332,2804,2568
2024-08-07,Wheat,Hazaribagh Mandi,2356,2520,2438
2024-08-07,Rice,Hazaribagh Mandi,1990,2245,2117
2024-08-07,Maize,Hazaribagh Mandi,1574,1990,1782
2024-08-07,Bajra,Hazaribagh Mandi,1621,2019,1820
2024-08-07,Sugarcane,Hazaribagh Mandi,2108,2585,2346
2024-08-07,Cotton,Hazaribagh Mandi,1709,1978,1843
2024-08-07,Barley,Hazaribagh Mandi,2172,2382,2277
2024-08-07,Groundnut,Hazaribagh Mandi,1716,2198,1957
2024-08-07,Mustard,Hazaribagh Mandi,1006,1184,1095
2024-08-07,Soybean,Hazaribagh Mandi,1050,1274,1162
2024-08-07,Pulses,Hazaribagh Mandi,2096,2301,2198
2024-08-07,Potato,Hazaribagh Mandi,1716,2116,1916
2024-08-07,Wheat,Jamshedpur Mandi,1599,1784,1691
2024-08-07,Rice,Jamshedpur Mandi,1341,1532,1436
2024-08-07,Maize,Jamshedpur Mandi,2077,2399,2238
2024-08-07,Bajra,Jamshedpur Mandi,1729,2007,1868
2024-08-07,Sugarcane,Jamshedpur Mandi,1022,1416,1219
2024-08-07,Cotton,Jamshedpur Mandi,2274,2694,2484
2024-08-07,Barley,Jamshedpur Mandi,1354,1619,1486
2024-08-07,Groundnut,Jamshedpur Mandi,1294,1753,1523
2024-08-07,Mustard,Jamshedpur Mandi,1395,1623,1509
2024-08-07,Soybean,Jamshedpur Mandi,1923,2110,2016
2024-08-07,Pulses,Jamshedpur Mandi,1531,1869,1700
2024-08-07,Potato,Jamshedpur Mandi,1069,1557,1313
2024-08-08,Wheat,Ranchi Mandi,1186,1618,1402
2024-08-08,Rice,Ranchi Mandi,1551,1956,1753
2024-08-08,Maize,Ranchi Mandi,1376,1695,1535
2024-08-08,Bajra,Ranchi Mandi,1673,1932,1802
2024-08-08,Sugarcane,Ranchi Mandi,1974,2134,2054
2024-08-08,Cotton,Ranchi Mandi,2259,2672,2465
2024-08-08,Barley,Ranchi Mandi,2129,2365,2247
2024-08-08,Groundnut,Ranchi Mandi,1235,1523,1379
2024-08-08,Mustard,Ranchi Mandi,2270,2770,2520
2024-08-08,Soybean,Ranchi Mandi,2135,2457,2296
2024-08-08,Pulses,Ranchi Mandi,1752,2115,1933
2024-08-08,Potato,Ranchi Mandi,1104,1326,1215
2024-08-08,Wheat,Dhanbad Mandi,1629,2053,1841
2024-08-08,Rice,Dhanbad Mandi,1024,1189,1106
2024-08-08,Maize,Dhanbad Mandi,2082,2385,2233
2024-08-08,Bajra,Dhanbad Mandi,1238,1640,1439
2024-08-08,Sugarcane,Dhanbad Mandi,1637,2101,1869
2024-08-08,Cotton,Dhanbad Mandi,1195,1663,1429
2024-08-08,Barley,Dhanbad Mandi,1791,2012,1901
2024-08-08,Groundnut,Dhanbad Mandi,2411,2855,2633
2024-08-08,Mustard,Dhanbad Mandi,1765,2129,1947
2024-08-08,Soybean,Dhanbad Mandi,1569,1756,1662
2024-08-08,Pulses,Dhanbad Mandi,1889,2159,2024
2024-08-08,Potato,Dhanbad Mandi,1292,1729,1510
2024-08-08,Wheat,Bokaro Mandi,1850,2047,1948
2024-08-08,Rice,Bokaro Mandi,2289,2706,2497
2024-08-08,Maize,Bokaro Mandi,2195,2583,2389
2024-08-08,Bajra,Bokaro Mandi,1549,1786,1667
2024-08-08,Sugarcane,Bokaro Mandi,2013,2318,2165
2024-08-08,Cotton,Bokaro Mandi,2032,2379,2205
2024-08-08,Barley,Bokaro Mandi,2281,2462,2371
2024-08-08,Groundnut,Bokaro Mandi,1931,2421,2176
2024-08-08,Mustard,Bokaro Mandi,1848,2011,1929
2024-08-08,Soybean,Bokaro Mandi,1971,2132,2051
2024-08-08,Pulses,Bokaro Mandi,1345,1769,1557
2024-08-08,Potato,Bokaro Mandi,1898,2244,2071
2024-08-08,Wheat,Hazaribagh Mandi,1151,1502,1326
2024-08-08,Rice,Hazaribagh Mandi,1178,1537,1357
2024-08-08,Maize,Hazaribagh Mandi,2160,2480,2320
2024-08-08,Bajra,Hazaribagh Mandi,1804,2188,1996
2024-08-08,Sugarcane,Hazaribagh Mandi,2047,2251,2149
2024-08-08,Cotton,Hazaribagh Mandi,2222,2488,2355
2024-08-08,Barley,Hazaribagh Mandi,1045,1208,1126
2024-08-08,Groundnut,Hazaribagh Mandi,1117,1549,1333
2024-08-08,Mustard,Hazaribagh Mandi,2181,2366,2273
2024-08-08,Soybean,Hazaribagh Mandi,2246,2456,2351
2024-08-08,Pulses,Hazaribagh Mandi,1155,1406,1280
2024-08-08,Potato,Hazaribagh Mandi,1281,1550,1415
2024-08-08,Wheat,Jamshedpur Mandi,1604,1995,1799
2024-08-08,Rice,Jamshedpur Mandi,1466,1877,1671
2024-08-08,Maize,Jamshedpur Mandi,1730,2105,1917
2024-08-08,Bajra,Jamshedpur Mandi,1673,2009,1841
2024-08-08,Sugarcane,Jamshedpur Mandi,1883,2276,2079
2024-08-08,Cotton,Jamshedpur Mandi,2057,2356,2206
2024-08-08,Barley,Jamshedpur Mandi,2102,2511,2306
2024-08-08,Groundnut,Jamshedpur Mandi,1363,1532,1447
2024-08-08,Mustard,Jamshedpur Mandi,1688,1840,1764
2024-08-08,Soybean,Jamshedpur Mandi,2094,2511,2302
2024-08-08,Pulses,Jamshedpur Mandi,2195,2682,2438
2024-08-08,Potato,Jamshedpur Mandi,2217,2615,2416
2024-08-09,Wheat,Ranchi Mandi,1690,2022,1856
2024-08-09,Rice,Ranchi Mandi,1322,1501,1411
2024-08-09,Maize,Ranchi Mandi,1068,1471,1269
2024-08-09,Bajra,Ranchi Mandi,1877,2308,2092
2024-08-09,Sugarcane,Ranchi Mandi,1245,1650,1447
2024-08-09,Cotton,Ranchi Mandi,1750,2140,1945
2024-08-09,Barley,Ranchi Mandi,2451,2944,2697
2024-08-09,Groundnut,Ranchi Mandi,1148,1480,1314
2024-08-09,Mustard,Ranchi Mandi,2360,2850,2605
2024-08-09,Soybean,Ranchi Mandi,1720,1974,1847
2024-08-09,Pulses,Ranchi Mandi,2121,2300,2210
2024-08-09,Potato,Ranchi Mandi,2410,2695,2552
2024-08-09,Wheat,Dhanbad Mandi,2283,2527,2405
2024-08-09,Rice,Dhanbad Mandi,2016,2314,2165
2024-08-09,Maize,Dhanbad Mandi,2312,2777,2544
2024-08-09,Bajra,Dhanbad Mandi,1667,1925,1796
2024-08-09,Sugarcane,Dhanbad Mandi,2163,2649,2406
2024-08-09,Cotton,Dhanbad Mandi,2144,2329,2236
2024-08-09,Barley,Dhanbad Mandi,2279,2643,2461
2024-08-09,Groundnut,Dhanbad Mandi,2300,2719,2509
2024-08-09,Mustard,Dhanbad Mandi,1354,1505,1429
2024-08-09,Soybean,Dhanbad Mandi,2396,2855,2625
2024-08-09,Pulses,Dhanbad Mandi,2386,2636,2511
2024-08-09,Potato,Dhanbad Mandi,1521,1914,1717
2024-08-09,Wheat,Bokaro Mandi,1904,2061,1982
2024-08-09,Rice,Bokaro Mandi,2135,2622,2378
2024-08-09,Maize,Bokaro Mandi,1666,2074,1870
2024-08-09,Bajra,Bokaro Mandi,2255,2705,2480
2024-08-09,Sugarcane,Bokaro Mandi,1507,1941,1724
2024-08-09,Cotton,Bokaro Mandi,1431,1709,1570
2024-08-09,Barley,Bokaro Mandi,1076,1536,1306
2024-08-09,Groundnut,Bokaro Mandi,1234,1710,1472
2024-08-09,Mustard,Bokaro Mandi,2304,2668,2486
2024-08-09,Soybean,Bokaro Mandi,1259,1528,1393
2024-08-09,Pulses,Bokaro Mandi,1396,1639,1517
2024-08-09,Potato,Bokaro Mandi,1320,1515,1417
2024-08-09,Wheat,Hazaribagh Mandi,1098,1576,1337
2024-08-09,Rice,Hazaribagh Mandi,1979,2454,2216
2024-08-09,Maize,Hazaribagh Mandi,2108,2440,2274
2024-08-09,Bajra,Hazaribagh Mandi,2234,2434,2334
2024-08-09,Sugarcane,Hazaribagh Mandi,2314,2727,2520
2024-08-09,Cotton,Hazaribagh Mandi,1599,1963,1781
2024-08-09,Barley,Hazaribagh Mandi,2102,2504,2303
2024-08-09,Groundnut,Hazaribagh Mandi,1068,1232,1150
2024-08-09,Mustard,Hazaribagh Mandi,1749,2099,1924
2024-08-09,Soybean,Hazaribagh Mandi,1436,1920,1678
2024-08-09,Pulses,Hazaribagh Mandi,1896,2235,2065
2024-08-09,Potato,Hazaribagh Mandi,1249,1410,1329
2024-08-09,Wheat,Jamshedpur Mandi,1709,2200,1954
2024-08-09,Rice,Jamshedpur Mandi,2377,2752,2564
2024-08-09,Maize,Jamshedpur Mandi,2425,2858,2641
2024-08-09,Bajra,Jamshedpur Mandi,1707,1999,1853
2024-08-09,Sugarcane,Jamshedpur Mandi,1647,1861,1754
2024-08-09,Cotton,Jamshedpur Mandi,1232,1605,1418
2024-08-09,Barley,Jamshedpur Mandi,1327,1732,1529
2024-08-09,Groundnut,Jamshedpur Mandi,1724,2012,1868
2024-08-09,Mustard,Jamshedpur Mandi,1086,1422,1254
2024-08-09,Soybean,Jamshedpur Mandi,1350,1632,1491
2024-08-09,Pulses,Jamshedpur Mandi,1646,1892,1769
2024-08-09,Potato,Jamshedpur Mandi,1012,1331,1171
2024-08-10,Wheat,Ranchi Mandi,2256,2665,2460
2024-08-10,Rice,Ranchi Mandi,2422,2914,2668
2024-08-10,Maize,Ranchi Mandi,2479,2802,2640
2024-08-10,Bajra,Ranchi Mandi,1544,1698,1621
2024-08-10,Sugarcane,Ranchi Mandi,1362,1553,1457
2024-08-10,Cotton,Ranchi Mandi,2141,2597,2369
2024-08-10,Barley,Ranchi Mandi,1917,2126,2021
2024-08-10,Groundnut,Ranchi Mandi,2441,2851,2646
